SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Blutezeit,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Boep,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Bubchen,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,United Kingdom,,C40051,Internal Analgesics,C50093,Pediatric Internal Analgesics,B10036,Calpol,,,Calpol,,Kids Pain,,OTC,,,1
Profitero,EMEA,United Kingdom,,C40051,Internal Analgesics,C50093,Pediatric Internal Analgesics,B10036,Calpol,,,Calpol,,Paedeatric Analgesics,,Analgesics,,Self Care,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,0,0,B10036,Calpol,,,Calpol,,,,COLD & COUGH,,HEALTHCARE,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10036,Calpol,,,Calpol,,Decongestants,,Cough and Cold,,Self Care,1
Profitero,EMEA,United Kingdom,,C40051,Internal Analgesics,C50093,Pediatric Internal Analgesics,B10036,Calpol,,,Calpol,,Kid's Medicine,,Kid's Zone,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,0,0,B10036,Calpol,,,Calpol,,Kid's Medicine,,Medicine,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40012,Cold & Cough,0,0,B10036,Calpol,,,Calpol,,,,,,Self Care,0
TSKU (TDP),EMEA,United Kingdom,,C40012,Cold & Cough,C50044,Cough,B10036,Calpol,,,Calpol,,,,Cough,,Cough & Cold,1
TSKU (TDP),EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10036,Calpol,,,Calpol,,,,Decongestants,,Cough & Cold,1
TSKU (TDP),EMEA,United Kingdom,,C40051,Internal Analgesics,C50093,Pediatric Internal Analgesics,B10036,Calpol,,,Calpol,,,,Paediatric Analgesics,,Pain Care,1
Perfect Store Dashboard,EMEA,United Kingdom,,C40051,Internal Analgesics,C50093,Pediatric Internal Analgesics,B10036,Calpol,B20765,Calprofen,Calprofen,,Kids Pain,,OTC,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Camelia,,,,Liners,C40053,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Camelia,,,,Napkins,C40031,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Camelia,,,,Tampons,C40055,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Care Nature,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Care Nature,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Care Nature,,,,Mouthwash,C40056,Oral Care,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10014,Carefree,,,Carefree,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10014,Carefree,,,Carefree,,,,Liners,,Feminine Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10014,Carefree,,,Carefree,,,,Liners,C40053,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10014,Carefree,,,Carefree,,,,Napkins,C40031,Women's Health,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,LINERS,,,B10014,Carefree,,,Carefree,,,,Liners,,Feminine Care,
TSKU (TDP),EMEA,Germany,,,NAPKINS,,,B10014,Carefree,,,Carefree,,,,Napkins,,Feminine Care,
Clavis,APAC,India,,,,,,B10014,Carefree,,,Carefree,,Liners,,Sanpro,,Women's Health,
Clavis,APAC,India,,,,,,B10014,Carefree,,,Carefree,,Menstrual,,Sanpro,,Women's Health,
Perfect Store Rebase,APAC,India,,,,,,B10014,Carefree,,,Carefree,,Carefree Napkins,,Sanpro,,,
Perfect Store Rebase,APAC,India,,,,,,B10014,Carefree,,,Carefree,,CF Pantyliners,,Sanpro,,,
TSKU (TDP),APAC,India,,,,,,B10014,Carefree,,,Carefree,,,,Liners,,Feminine Care,
TSKU (TDP),APAC,India,,,,,,B10014,Carefree,,,Carefree,,,,Napkins,,Feminine Care,
Profitero,EMEA,United Kingdom,,C40053,Liners,C50073,Liners,B10014,Carefree,,,Carefree,,Liners,,FemCare,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40053,Liners,C50073,Liners,B10014,Carefree,,,Carefree,,,,FemCare,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40053,Liners,C50073,Liners,B10014,Carefree,,,Carefree,,,,,,Health & Personal Care,1
TSKU (TDP),EMEA,United Kingdom,,C40053,Liners,C50073,Liners,B10014,Carefree,,,Carefree,,,,Liners,,Feminine Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,CB12,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,CB12,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,CB12,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,,,,,Cheracap,,,,Cold & Flu,,Cough & Cold,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Chiara Ambra,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,0,0,B10052,Biafine,,,Cicabiafine,,,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,0,0,B10052,Biafine,,,Cicabiafine,,Body,,Skin Care,,Beauty,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Classics,,null,,Classics,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Facial Cleansing,,Facial Care,
TSKU (TDP),LATAM,Brazil,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Facial Regular Moisturisers,,Facial Care,
TSKU (TDP),LATAM,Brazil,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Facial Treatments,,Facial Care,
TSKU (TDP),APAC,China,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Facial Cleansing,,Facial Care,
TSKU (TDP),APAC,China,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Facial Regular Moisturisers,,Facial Care,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,FACIAL MOISTURIZERS & TREATMENTS,,,B10020,Clean & Clear,,,Clean & Clear,,,,Face Care Medicated,,Facial Care,
TSKU (TDP),EMEA,Germany,,,,,,B10020,Clean & Clear,,,Clean & Clear,,,,Face Care Regular,,Facial Care,
Clavis,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,Facial Cleansers,,Face Care,,Skin Health,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,C&C BH Clrng Scrub,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,C&C FFW LCO,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,C&C Foaming Face Wash,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,C&C FW Morning Energy,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,C&C PIMPLE CLEARING FACE WASH,,Beauty Care,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean & Clear,,Clean & Clear - All Other,,Skin Health,,,
Perfect Store Dashboard,EMEA,United Kingdom,,C40044,Facial Cleansers,C50054,Regular Facial Cleansing,B10020,Clean & Clear,,,Clean & Clear,,Everyday Face,,Beauty,,,1
Perfect Store Dashboard,EMEA,United Kingdom,,C40044,Facial Cleansers,C50167,Acne Facial Cleansing,B10020,Clean & Clear,,,Clean & Clear,,Medicated Face,,Beauty,,,1
Profitero,EMEA,United Kingdom,,C40010,Body Cleansing,0,0,B10020,Clean & Clear,,,Clean & Clear,,,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,,C40045,Facial Moisturizers & Treatments,C50006,Acne Facial Treatments,B10020,Clean & Clear,,,Clean & Clear,,Face Care Medicated,,Face Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40045,Facial Moisturizers & Treatments,C50095,Regular Facial Moisturizers,B10020,Clean & Clear,,,Clean & Clear,,Face Care Regular,,Face Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40044,Facial Cleansers,0,0,B10020,Clean & Clear,,,Clean & Clear,,,,Face Care,,Skin Care,0
Profitero,EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,0,0,B10020,Clean & Clear,,,Clean & Clear,,Body,,Skin Care,,Beauty,1
Profitero,EMEA,United Kingdom,,C40044,Facial Cleansers,0,0,B10020,Clean & Clear,,,Clean & Clear,,Face,,Skin Care,,Beauty,0
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10020,Clean & Clear,,,Clean & Clear,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10020,Clean & Clear,,,Clean & Clear,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40045,Facial Moisturizers & Treatments,C50004,Acne Facial Moisturizers,B10020,Clean & Clear,,,Clean & Clear,,,,Face Care Medicated,,Facial Care,1
TSKU (TDP),EMEA,United Kingdom,,C40045,Facial Moisturizers & Treatments,C50095,Regular Facial Moisturizers,B10020,Clean & Clear,,,Clean & Clear,,,,Face Care Regular,,Facial Care,1
TSKU (TDP),NA,United States,,Body Cleansing,,,Adult Body Cleansing,B10020,Clean & Clear,,,CLEAN & CLEAR,,ACNE BODY,,ACNE FACE CARE,,FACIAL CARE,1
TSKU (TDP),NA,United States,,Facial Cleansers,,,Acne Facial Cleansing,B10020,Clean & Clear,,,CLEAN & CLEAR,,ACNE CLEANSING,,ACNE FACE CARE,,FACIAL CARE,0
TSKU (TDP),NA,United States,,Facial Moisturizers & Treatments,,,Acne Facial Moisturizers,B10020,Clean & Clear,,,CLEAN & CLEAR,,ACNE FMT,,ACNE FACE CARE,,FACIAL CARE,0
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,B10020,Clean & Clear,,,Clean and Clear,,null,,Clean and Clear,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Colgate,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Colgate,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Colgate,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,C40015,Digestive Health,C50021,Anti-Diarrheal,B10090,Colpermin,,,Colpermin,,Irritable Bowel Syndrome,,Digestive health,,Self Care,1
Profitero,EMEA,United Kingdom,,C40015,Digestive Health,C50021,Anti-Diarrheal,B10090,Colpermin,,,Colpermin,,,,Digestive health,,Self Care,1
TSKU (TDP),EMEA,United Kingdom,,C40015,Digestive Health,C50021,Anti-Diarrheal,B10090,Colpermin,,,Colpermin,,,,Irritable Bowel Syndrome,,Digestive Health,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Liners,C40053,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Napkins,C40031,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Cosmea,,,,Tampons,C40055,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10044,Cotonetes,,,Cotonetes,,,,,,,
,,,,,,,,,,,,,,,,,,,
